"","gid","g.lon","g.lat","CO2","PM2.5","SOx","NOx"
"35036","122.74_30.86",122.74,30.86,5.789534,0.00680088,0.05669798,0.09800963
"35037","121.85_28.19",121.85,28.19,4.078718,0.005062214,0.0417969,0.07059756
"35038","121.86_28.2",121.86,28.2,5.241973,0.006582177,0.05249848,0.09126834
"35039","121.87_28.22",121.87,28.22,3.057876,0.004113881,0.03403639,0.05509299
"35040","122.03_28.5",122.03,28.5,0.5189179,0.000788895,0.006085516,0.009875769
"35041","122.03_28.51",122.03,28.51,0.6423821,0.0009396473,0.007713836,0.0120186
"35042","122.02_28.52",122.02,28.52,1.015258,0.001382945,0.01256893,0.01821627
"35043","122.02_28.53",122.02,28.53,1.59143,0.002256164,0.01969274,0.02913912
"35044","122.02_28.54",122.02,28.54,1.305197,0.001805612,0.0163414,0.02348953
"35045","122.02_28.61",122.02,28.61,0.1487414,0.0002277842,0.002070325,0.002750239
"35046","122.02_28.62",122.02,28.62,0.3050537,0.0004494971,0.004024964,0.005612447
"35047","122.02_28.63",122.02,28.63,0.3215835,0.0004565062,0.004056864,0.005884436
"35048","122.01_28.7",122.01,28.7,0.3240902,0.0004571817,0.004133316,0.005852799
"35049","122.02_28.82",122.02,28.82,0.2098578,0.0002610505,0.002342805,0.003601475
"35050","122.02_28.83",122.02,28.83,0.08817217,0.0001352207,0.001220243,0.001632026
"35051","122.06_28.88",122.06,28.88,0.374509,0.0004627852,0.004128855,0.006516772
"35052","122.06_28.9",122.06,28.9,NA,NA,NA,NA
"35053","122.07_28.91",122.07,28.91,NA,NA,NA,NA
"35054","122.08_28.93",122.08,28.93,NA,NA,NA,NA
"35055","122.09_28.94",122.09,28.94,NA,NA,NA,NA
"35056","122.11_28.97",122.11,28.97,0.1293015,0.0001982965,0.001789445,0.00239331
"35057","122.11_28.98",122.11,28.98,0.1205712,0.0001849078,0.001668624,0.002231717
"35058","122.13_29",122.13,29,0.1651566,0.000253284,0.002285656,0.003056973
"35059","122.18_29.05",122.18,29.05,0.3169339,0.000428269,0.003894826,0.005649511
"35060","122.22_29.11",122.22,29.11,0.6302393,0.0007977219,0.007228692,0.01104779
"35061","122.24_29.14",122.24,29.14,0.5693513,0.0007657239,0.006842723,0.0100917
"35062","122.28_29.21",122.28,29.21,0.1324749,0.0002013219,0.001826591,0.002442342
"35063","122.83_30.77",122.83,30.77,6.323306,0.008084314,0.0571228,0.1127611
"35064","122.22_28.44",122.22,28.44,NA,NA,NA,NA
"35065","122.19_28.37",122.19,28.37,5.14289,0.007091172,0.05285281,0.09404087
"35066","122.15_28.29",122.15,28.29,4.616917,0.006741044,0.04966064,0.08649395
"35067","122.13_28.26",122.13,28.26,NA,NA,NA,NA
"35068","122.12_28.25",122.12,28.25,6.160869,0.008975704,0.06547659,0.1155562
"35069","122.11_28.22",122.11,28.22,5.715806,0.008173017,0.06018228,0.1060522
"35070","122.1_28.2",122.1,28.2,5.991585,0.009074066,0.06605778,0.1143005
"35071","122.09_28.19",122.09,28.19,5.552704,0.008338671,0.06022537,0.1052951
"35072","122.07_28.17",122.07,28.17,5.841191,0.008737406,0.06331619,0.1106966
"35073","122.06_28.14",122.06,28.14,5.539243,0.008585101,0.06230928,0.1067526
"35074","122.04_28.11",122.04,28.11,6.946232,0.01094536,0.07748953,0.1345667
"35075","122.03_28.1",122.03,28.1,7.206613,0.01057584,0.07717257,0.134953
"35076","122.02_28.09",122.02,28.09,5.761071,0.008250291,0.06090972,0.1067499
"35077","122.02_28.07",122.02,28.07,NA,NA,NA,NA
"35078","122.01_28.05",122.01,28.05,NA,NA,NA,NA
"35079","122_28.03",122,28.03,2.791251,0.004161736,0.03324062,0.0530225
"35080","121.99_28.03",121.99,28.03,NA,NA,NA,NA
"35081","121.98_28.02",121.98,28.02,5.896723,0.009131387,0.06654985,0.1129357
"35082","121.98_28.01",121.98,28.01,3.758261,0.005493627,0.04094711,0.07030481
"35083","121.98_28",121.98,28,3.945847,0.00597733,0.04516361,0.07491351
"35084","121.97_28",121.97,28,NA,NA,NA,NA
"35085","121.97_27.99",121.97,27.99,3.29528,0.005011191,0.03750797,0.06290392
"35086","121.94_27.94",121.94,27.94,6.488409,0.01013387,0.07866567,0.1245609
"35087","121.93_27.91",121.93,27.91,8.240109,0.01366719,0.09617416,0.1643558
"35088","121.93_27.89",121.93,27.89,1.752231,0.002463655,0.01883461,0.03233725
"35089","121.91_27.84",121.91,27.84,2.807096,0.004007601,0.0310345,0.05171908
"35090","121.89_27.81",121.89,27.81,1.316595,0.001874735,0.01498996,0.02407452
"35091","121.87_27.78",121.87,27.78,2.183467,0.0031459,0.02466052,0.0402597
"35092","121.85_27.74",121.85,27.74,2.258765,0.003146063,0.02524048,0.04106644
"35093","121.86_27.75",121.86,27.75,3.233556,0.004560686,0.03754892,0.05909994
"35094","121.85_27.73",121.85,27.73,4.339136,0.006128299,0.04922816,0.07937343
"35095","121.49_27.84",121.49,27.84,0.07124616,0.000101462,0.0009191063,0.001285944
"35096","121.56_27.9",121.56,27.9,0.3189486,0.0004267778,0.003866587,0.005625081
"35097","121.59_27.94",121.59,27.94,1.648777,0.002118903,0.01930964,0.02882076
"35098","121.6_27.95",121.6,27.95,0.6620572,0.0008583637,0.007792227,0.01161004
"35099","121.61_27.96",121.61,27.96,0.5055744,0.0006606636,0.005961937,0.0089531
"35100","121.62_27.97",121.62,27.97,0.3883973,0.0005457241,0.005005172,0.006981736
"35101","121.92_28.34",121.92,28.34,0.791596,0.001154135,0.01060884,0.01442333
"35102","121.93_28.36",121.93,28.36,1.007437,0.001369327,0.01251318,0.01794513
"35103","122.01_28.55",122.01,28.55,0.3644592,0.0005377102,0.004903331,0.006656568
"35104","122.01_28.56",122.01,28.56,0.2752939,0.0004166791,0.003789614,0.00506651
"35105","122.01_28.57",122.01,28.57,0.1646321,0.0002524795,0.002278397,0.003047265
"35106","122.01_28.58",122.01,28.58,0.2169309,0.0003323596,0.003014023,0.004012396
"35107","122.01_28.6",122.01,28.6,0.1207364,0.0001851612,0.001670911,0.002234776
"35108","122.01_28.71",122.01,28.71,0.5757417,0.0006744901,0.006100711,0.009901138
"35109","122.01_28.72",122.01,28.72,0.4964531,0.000562705,0.005064383,0.008370263
"35110","122.01_28.73",122.01,28.73,0.5211834,0.0005593587,0.004996636,0.00853027
"35111","122.01_28.74",122.01,28.74,0.8238578,0.0008597439,0.007670681,0.01346402
"35112","122.01_28.75",122.01,28.75,0.8036403,0.0008067967,0.007167805,0.01303494
"35113","122.01_28.76",122.01,28.76,0.644714,0.0006818577,0.006072295,0.0105736
"35114","122.01_28.78",122.01,28.78,0.0886709,0.0001137102,0.001021389,0.00153759
"35115","122.01_28.79",122.01,28.79,0.04511719,6.919165e-05,0.0006243914,0.0008350984
"35116","122.01_28.8",122.01,28.8,0.04511719,6.919165e-05,0.0006243914,0.0008350984
"35117","122.01_28.81",122.01,28.81,0.04370166,6.70208e-05,0.0006048015,0.0008088976
"35118","122.01_28.82",122.01,28.82,0.04301186,6.596292e-05,0.0005952551,0.0007961298
"35119","122.01_28.83",122.01,28.83,NA,NA,NA,NA
"35120","122.03_28.85",122.03,28.85,0.2998948,0.0003306478,0.002956281,0.004949305
"35121","122.08_28.9",122.08,28.9,0.04301186,6.596292e-05,0.0005952551,0.0007961298
"35122","122.09_28.9",122.09,28.9,0.1555933,0.000186376,0.001677657,0.00268908
"35123","122.09_28.91",122.09,28.91,0.05339816,7.402846e-05,0.0006647014,0.0009591107
"35124","122.1_28.92",122.1,28.92,0.1562615,0.0001876875,0.001689475,0.002702489
"35125","122.1_28.93",122.1,28.93,0.04440583,6.810071e-05,0.0006145467,0.0008219315
"35126","122.11_28.94",122.11,28.94,0.1021231,0.000129636,0.001167773,0.001791693
"35127","122.11_28.95",122.11,28.95,NA,NA,NA,NA
"35128","122.13_28.97",122.13,28.97,NA,NA,NA,NA
"35129","122.13_28.98",122.13,28.98,NA,NA,NA,NA
"35130","122.15_29.01",122.15,29.01,NA,NA,NA,NA
"35131","122.16_29.02",122.16,29.02,NA,NA,NA,NA
"35132","122.17_29.03",122.17,29.03,0.1824,0.0002544567,0.002326511,0.003274391
"35133","122.17_29.04",122.17,29.04,0.2700967,0.0003513787,0.003203273,0.004755589
"35134","122.21_29.1",122.21,29.1,0.510052,0.0006673212,0.006041294,0.009020787
"35135","122.22_29.12",122.22,29.12,0.7771016,0.000988506,0.008958379,0.01363952
"35136","122.25_29.17",122.25,29.17,0.3739727,0.000558129,0.005091988,0.006845247
"35137","122.26_29.19",122.26,29.19,0.5356424,0.0007523924,0.006868794,0.009595867
"35138","122.28_29.23",122.28,29.23,0.2947315,0.0004227153,0.003840617,0.005321425
"35139","122.29_29.24",122.29,29.24,0.2450431,0.0003675307,0.003339333,0.00449552
"35140","122.29_29.25",122.29,29.25,0.2753389,0.0003967011,0.003598522,0.004979702
"35141","122.3_29.26",122.3,29.26,0.3226081,0.0004735097,0.00430319,0.005873351
"35142","122.3_29.27",122.3,29.27,0.284583,0.0003968222,0.003611753,0.005089638
"35143","122.36_29.35",122.36,29.35,0.8293641,0.00109829,0.009801011,0.01463879
"35144","122.77_30.83",122.77,30.83,2.587572,0.003454419,0.02922724,0.04584031
"35145","122.79_30.81",122.79,30.81,1.338624,0.001887831,0.01288693,0.02488656
"35146","122.79_30.8",122.79,30.8,0.6383091,0.0008128018,0.00526519,0.01145767
"35147","122.8_30.79",122.8,30.79,0.8877108,0.001147369,0.00765369,0.01597544
"35148","122.81_30.78",122.81,30.78,0.7031258,0.0008926489,0.006243676,0.01252126
"35149","122.82_30.77",122.82,30.77,1.834221,0.002355526,0.01583766,0.03293292
"35150","122.83_30.76",122.83,30.76,3.072338,0.003842216,0.02467815,0.05471911
"35151","122.84_30.74",122.84,30.74,17.83824,0.022736,0.1420182,0.3212319
"35152","122.85_30.72",122.85,30.72,1.897372,0.00251298,0.02062893,0.03388414
"35153","122.43_28.94",122.43,28.94,3.723578,0.005229268,0.03881938,0.0685176
"35154","122.42_28.92",122.42,28.92,5.502959,0.00690234,0.05094973,0.0964805
"35155","121.74_28.01",121.74,28.01,2.882809,0.004441619,0.03575299,0.05530869
"35156","121.58_27.84",121.58,27.84,2.352517,0.003287935,0.02910295,0.04305299
"35157","122.03_28.75",122.03,28.75,0.1160491,0.0001609488,0.001453564,0.002086313
"35158","122.03_28.76",122.03,28.76,0.1226428,0.0001682465,0.001519608,0.002198159
"35159","122.03_28.77",122.03,28.77,0.435056,0.0004876528,0.00344808,0.007474496
"35160","122.03_28.78",122.03,28.78,0.08147833,0.0001172789,0.001055077,0.001479557
"35161","122.03_28.8",122.03,28.8,0.2610186,0.0002642933,0.00234319,0.004255051
"35162","122.03_28.81",122.03,28.81,0.8725605,0.0009056477,0.008053609,0.01425664
"35163","122.05_28.86",122.05,28.86,0.4926634,0.0005163308,0.004265288,0.008201374
"35164","122.09_28.95",122.09,28.95,0.1072036,0.0001389063,0.001242677,0.001889377
"35165","122.1_28.97",122.1,28.97,0.07201218,0.0001104378,0.0009965998,0.001332912
"35166","122.1_28.98",122.1,28.98,0.06496392,7.430549e-05,0.0006597894,0.001108203
"35167","122.11_28.99",122.11,28.99,0.06691772,0.0001026249,0.000926096,0.001238616
"35168","122.12_28.99",122.12,28.99,0.07483604,0.0001147684,0.00103568,0.001385181
"35169","122.13_29.01",122.13,29.01,0.06691772,0.0001026249,0.000926096,0.001238616
"35170","122.14_29.02",122.14,29.02,0.1099296,0.0001685878,0.001521351,0.002034746
"35171","122.14_29.03",122.14,29.03,0.03318222,5.08882e-05,0.0004592195,0.0006141877
"35172","122.15_29.04",122.15,29.04,0.1006532,0.0001543616,0.001392973,0.001863045
"35173","122.16_29.06",122.16,29.06,0.1658972,0.0002028523,0.001834033,0.002883778
"35174","122.17_29.08",122.17,29.08,0.03428878,5.258521e-05,0.0004745335,0.0006346694
"35175","122.18_29.08",122.18,29.08,0.1145837,0.0001679897,0.001531374,0.002084294
"35176","122.18_29.09",122.18,29.09,0.05779052,8.458277e-05,0.0007713448,0.001050541
"35177","122.19_29.11",122.19,29.11,0.08203712,0.0001177835,0.001078892,0.001480487
"35178","122.2_29.11",122.2,29.11,0.1226342,0.0001682951,0.001533277,0.002190984
"35179","122.22_29.14",122.22,29.14,0.3165934,0.0003983536,0.003596762,0.005543272
"35180","122.23_29.16",122.23,29.16,0.5495399,0.0006325766,0.005714688,0.009408316
"35181","122.25_29.18",122.25,29.18,0.4905019,0.00069484,0.006218641,0.008851752
"35182","122.26_29.2",122.26,29.2,0.4354497,0.0005923014,0.005424119,0.007730733
"35183","122.27_29.22",122.27,29.22,0.5215017,0.000675381,0.006156551,0.009108277
"35184","122.38_28.82",122.38,28.82,NA,NA,NA,NA
"35185","122.38_28.81",122.38,28.81,NA,NA,NA,NA
"35186","122.35_28.77",122.35,28.77,1.730016,0.002544036,0.01970046,0.03249563
"35187","122.34_28.77",122.34,28.77,0.6307887,0.0008240194,0.00620344,0.01107118
"35188","122.34_28.76",122.34,28.76,1.32804,0.001884412,0.01466165,0.02456877
"35189","122.28_28.69",122.28,28.69,2.57932,0.003787169,0.02913429,0.0481444
"35190","122.23_28.61",122.23,28.61,1.389578,0.001828625,0.01557,0.02459985
"35191","122.22_28.6",122.22,28.6,2.171653,0.003015178,0.02346306,0.03972534
"35192","122.21_28.59",122.21,28.59,1.483892,0.001992033,0.01605005,0.02671363
"35193","122.15_28.51",122.15,28.51,1.077128,0.001231348,0.0102304,0.01781718
"35194","122.14_28.5",122.14,28.5,1.183559,0.001395206,0.01147831,0.01978777
"35195","122.14_28.49",122.14,28.49,1.497784,0.001659721,0.0138283,0.02461336
"35196","122.13_28.49",122.13,28.49,1.483488,0.001777753,0.01521805,0.02500219
"35197","122.13_28.48",122.13,28.48,1.428566,0.001666909,0.01375415,0.02382903
"35198","122.12_28.47",122.12,28.47,2.051592,0.002190696,0.01804244,0.0330914
"35199","122.11_28.46",122.11,28.46,1.471025,0.001642488,0.01399729,0.02419602
"35200","121.83_27.78",121.83,27.78,5.410356,0.008476785,0.06283067,0.104557
"35201","121.83_27.77",121.83,27.77,4.252795,0.006456467,0.04817313,0.08090459
"35202","121.83_27.76",121.83,27.76,9.642682,0.01437348,0.1023138,0.1823915
"35203","121.83_27.75",121.83,27.75,2.689435,0.004051538,0.03008154,0.05118559
"35204","121.82_27.74",121.82,27.74,4.934291,0.007469364,0.05314196,0.09415712
"35205","121.81_27.69",121.81,27.69,3.970256,0.006163977,0.04308751,0.07666304
"35206","122.02_28.64",122.02,28.64,0.1759111,0.000250848,0.002231318,0.003220973
"35207","122.02_28.65",122.02,28.65,0.2797669,0.0003911922,0.00346544,0.005108237
"35208","122.02_28.66",122.02,28.66,0.2367973,0.0003252857,0.002870681,0.004312873
"35209","122.02_28.68",122.02,28.68,0.08671353,0.0001329837,0.001200057,0.001605027
"35210","122.02_28.69",122.02,28.69,0.07901944,9.285906e-05,0.0008336535,0.001333709
"35211","122.3_29.24",122.3,29.24,0.2089628,0.0003032271,0.002791093,0.00378235
"35212","122.74_30.17",122.74,30.17,1.115061,0.001538999,0.01155134,0.0202521
"35213","122.69_30.1",122.69,30.1,0.807274,0.001043544,0.007621376,0.01440405
"35214","122.67_30.08",122.67,30.08,0.5841495,0.0008566748,0.006908086,0.01073575
"35215","122.67_30.07",122.67,30.07,0.5504388,0.0008738484,0.006492567,0.01059123
"35216","122.66_30.07",122.66,30.07,0.6180189,0.0009198916,0.007366408,0.01142895
"35217","122.66_30.06",122.66,30.06,0.1962505,0.0003255466,0.002498729,0.003837967
"35218","122.65_30.05",122.65,30.05,0.1593462,0.0002251407,0.002028374,0.002870203
"35219","122.28_28.71",122.28,28.71,NA,NA,NA,NA
"35220","122.27_28.69",122.27,28.69,NA,NA,NA,NA
"35221","122.21_28.57",122.21,28.57,1.855296,0.002608699,0.01903566,0.03430303
"35222","122.21_28.56",122.21,28.56,2.519587,0.003450816,0.02644694,0.0457081
"35223","122.2_28.55",122.2,28.55,1.86142,0.002411399,0.0187779,0.03299216
"35224","122.19_28.55",122.19,28.55,1.517312,0.002125667,0.01575652,0.02806604
"35225","122.19_28.54",122.19,28.54,0.8549221,0.001044732,0.009254031,0.01474515
"35226","122.19_28.53",122.19,28.53,2.17084,0.002848805,0.0241682,0.03826198
"35227","122.18_28.52",122.18,28.52,2.235916,0.003030373,0.02421887,0.04025165
"35228","122.02_28.12",122.02,28.12,3.985282,0.005741358,0.04607499,0.07387989
"35229","122_28.06",122,28.06,5.432037,0.007872607,0.05793135,0.1014167
"35230","121.99_28.04",121.99,28.04,4.406223,0.006632821,0.04913816,0.08328077
"35231","121.99_28.02",121.99,28.02,NA,NA,NA,NA
"35232","121.97_27.97",121.97,27.97,5.161373,0.008292341,0.06169034,0.1009731
"35233","121.96_27.95",121.96,27.95,4.397091,0.006921766,0.05069939,0.0855364
"35234","121.87_27.76",121.87,27.76,2.817753,0.003905196,0.03160152,0.0513897
"35235","121.86_27.74",121.86,27.74,4.727475,0.006927245,0.05758819,0.08795198
"35236","122.28_28.7",122.28,28.7,NA,NA,NA,NA
"35237","122.29_28.71",122.29,28.71,2.686164,0.003986671,0.02943063,0.05059948
"35238","121.86_27.84",121.86,27.84,5.409627,0.007787795,0.06027403,0.1004699
"35239","121.8_27.74",121.8,27.74,5.837133,0.008863716,0.06720822,0.1110465
"35240","121.79_27.7",121.79,27.7,10.64352,0.01627417,0.1159774,0.2039195
"35241","121.78_27.69",121.78,27.69,9.975627,0.015159,0.1091098,0.1906036
"35242","122.36_30.66",122.36,30.66,0.2994283,0.0004103591,0.003683069,0.00532745
"35243","122.37_30.66",122.37,30.66,0.1072566,0.0001644886,0.001484359,0.00198527
"35244","122.38_30.66",122.38,30.66,0.1080829,0.0001657558,0.001495795,0.002000565
"35245","122.39_30.65",122.39,30.65,0.2514404,0.0002910924,0.002566098,0.004224616
"35246","122.4_30.65",122.4,30.65,0.1272594,0.0001837576,0.001650913,0.002303685
"35247","122.41_30.65",122.41,30.65,0.3451972,0.0005056609,0.004658073,0.006263265
"35248","122.42_30.65",122.42,30.65,0.4124645,0.0005818719,0.005244422,0.00740399
"35249","122.43_30.65",122.43,30.65,0.1991972,0.0002562185,0.002291517,0.00346561
"35250","122.43_30.64",122.43,30.64,0.238834,0.0003656632,0.003306669,0.004416626
"35251","122.44_30.64",122.44,30.64,6.168555,0.008502602,0.07723889,0.1094107
"35252","122.45_30.64",122.45,30.64,0.4740829,0.0006816857,0.006132603,0.008571158
"35253","122.46_30.64",122.46,30.64,0.219049,0.0002793843,0.002497521,0.003800344
"35254","122.46_30.63",122.46,30.63,0.2912965,0.0004467319,0.004031347,0.005391764
"35255","122.47_30.63",122.47,30.63,0.4489048,0.0006581939,0.00592694,0.008173085
"35256","122.48_30.63",122.48,30.63,2.388761,0.003296928,0.02997622,0.04237582
"35257","122.48_30.62",122.48,30.62,0.1335911,0.0002048752,0.001848811,0.00247271
"35258","122.49_30.62",122.49,30.62,0.1956592,0.0002796968,0.002515485,0.00353003
"35259","122.5_30.62",122.5,30.62,0.3307838,0.0004524229,0.004071009,0.005870338
"35260","122.51_30.62",122.51,30.62,0.4481532,0.0006102125,0.00554098,0.007914852
"35261","122.52_30.62",122.52,30.62,0.2635499,0.000381737,0.003461461,0.004764097
"35262","122.53_30.61",122.53,30.61,0.06931046,0.0001062944,0.0009592099,0.001282905
"35263","122.54_30.61",122.54,30.61,0.1448291,0.0002221097,0.002004337,0.00268072
"35264","122.55_30.61",122.55,30.61,0.07241456,0.0001110549,0.001002169,0.00134036
"35265","122.56_30.61",122.56,30.61,0.1396413,0.0002141536,0.001932541,0.002584695
"35266","122.57_30.61",122.57,30.61,0.1738783,0.0002564244,0.002315828,0.003173778
"35267","122.59_30.61",122.59,30.61,0.8048833,0.0006908743,0.005525095,0.01236691
"35268","122.48_30.16",122.48,30.16,11.23496,0.01430313,0.1284128,0.1957141
"35269","122.44_30.16",122.44,30.16,6.392058,0.007839013,0.06999171,0.1101665
"35270","122.12_29.04",122.12,29.04,0.6024524,0.0005170119,0.004492827,0.009636654
"35271","122.4_30.64",122.4,30.64,2.53938,0.003108122,0.02774977,0.04341474
"35272","122.44_30.6",122.44,30.6,0.7402014,0.001104926,0.009958286,0.01356485
"35273","122.48_30.6",122.48,30.6,4.555912,0.006263267,0.05687589,0.08074078
"35274","122.52_30.6",122.52,30.6,5.029047,0.006515595,0.05515948,0.08837629
"35275","123.67_30.83",123.67,30.83,1.470195,0.001670251,0.0128631,0.02503147
"35276","123.53_30.78",123.53,30.78,NA,NA,NA,NA
"35277","123.7_30.91",123.7,30.91,5.800433,0.007647263,0.05563028,0.1034033
"35278","123.49_30.78",123.49,30.78,7.120234,0.008994927,0.06969341,0.1237244
"35279","123.18_30.69",123.18,30.69,NA,NA,NA,NA
"35280","123.14_30.67",123.14,30.67,6.948703,0.009392427,0.07022032,0.1242647
"35281","122.63_29.06",122.63,29.06,9.305179,0.01386325,0.09617901,0.1768045
"35282","122.63_29.05",122.63,29.05,11.21201,0.01667516,0.1309691,0.2111538
"35283","122.63_29.04",122.63,29.04,7.13376,0.009568627,0.07670951,0.1274779
"35284","122.64_29.02",122.64,29.02,7.917493,0.01135074,0.08624674,0.1470017
"35285","122.64_29.01",122.64,29.01,6.129201,0.009120273,0.06811633,0.1151923
"35286","122.66_28.92",122.66,28.92,5.836744,0.007966935,0.06096138,0.1053248
"35287","122.67_28.88",122.67,28.88,5.316005,0.00747998,0.05484522,0.09772563
"35288","122.67_28.87",122.67,28.87,4.985034,0.00657149,0.05057437,0.08899147
"35289","122.68_28.83",122.68,28.83,NA,NA,NA,NA
"35290","122.62_28.54",122.62,28.54,2.445554,0.003274769,0.02723233,0.04354718
"35291","122.6_28.51",122.6,28.51,3.308798,0.004597785,0.03615342,0.0601931
"35292","122.59_28.48",122.59,28.48,2.386497,0.003252446,0.02610263,0.04277786
"35293","122.58_28.45",122.58,28.45,5.029841,0.006161232,0.04627481,0.08715194
"35294","122.6_31.65",122.6,31.65,NA,NA,NA,NA
"35295","122.61_31.7",122.61,31.7,NA,NA,NA,NA
"35296","123.14_31.12",123.14,31.12,6.301064,0.008070293,0.06159081,0.1110284
"35297","123.17_31.13",123.17,31.13,6.600486,0.009745515,0.07800576,0.122877
"35298","123.18_31.14",123.18,31.14,7.270299,0.01006966,0.07316014,0.1327844
"35299","123.3_30.88",123.3,30.88,NA,NA,NA,NA
"35300","123.3_30.86",123.3,30.86,22.71562,0.02500127,0.1950683,0.3737262
"35301","123.31_30.86",123.31,30.86,9.740715,0.01364469,0.1066777,0.1787997
"35302","123.31_30.85",123.31,30.85,7.18958,0.009842561,0.07814716,0.1307038
"35303","123.31_30.84",123.31,30.84,14.47706,0.01699146,0.1343546,0.2453669
"35304","123.33_30.82",123.33,30.82,19.5231,0.02721605,0.2262359,0.3545823
"35305","122.58_29",122.58,29,12.67277,0.01903032,0.1388136,0.2398799
"35306","123.07_30.7",123.07,30.7,2.957528,0.004451846,0.03230987,0.05603182
"35307","123.07_30.69",123.07,30.69,5.681936,0.008553805,0.06195658,0.1078251
"35308","123.07_30.67",123.07,30.67,8.708288,0.01351894,0.09692074,0.1670707
"35309","122.65_28.77",122.65,28.77,NA,NA,NA,NA
"35310","123.07_31.35",123.07,31.35,1.601636,0.002055583,0.01650845,0.02831286
"35311","123.06_31.32",123.06,31.32,NA,NA,NA,NA
"35312","123.06_31.34",123.06,31.34,NA,NA,NA,NA
"35313","123.06_31.33",123.06,31.33,NA,NA,NA,NA
"35314","122.76_29.21",122.76,29.21,11.5326,0.01623632,0.1254887,0.2108428
"35315","122.74_29.12",122.74,29.12,5.274268,0.00712076,0.05306948,0.09486028
"35316","122.73_29.09",122.73,29.09,4.872397,0.006735371,0.05086256,0.08825624
"35317","122.63_28.84",122.63,28.84,6.642552,0.009167108,0.06993684,0.1207047
"35318","122.41_28.35",122.41,28.35,NA,NA,NA,NA
"35319","122.4_28.33",122.4,28.33,NA,NA,NA,NA
"35320","122.39_28.31",122.39,28.31,6.973277,0.007323804,0.05803963,0.1119496
"35321","122.38_28.29",122.38,28.29,NA,NA,NA,NA
"35322","122.37_28.28",122.37,28.28,10.23411,0.01227662,0.09383243,0.1735116
"35323","122.37_28.27",122.37,28.27,NA,NA,NA,NA
"35324","122.26_28.04",122.26,28.04,7.171795,0.009912517,0.07165881,0.1303501
"35325","122.25_28.02",122.25,28.02,8.298975,0.01103612,0.08289938,0.1486905
"35326","122.23_27.96",122.23,27.96,4.015524,0.005231448,0.04122479,0.07063846
"35327","122.22_27.94",122.22,27.94,NA,NA,NA,NA
"35328","122.22_27.93",122.22,27.93,NA,NA,NA,NA
"35329","122.21_27.9",122.21,27.9,6.150064,0.008173311,0.06294547,0.1104034
"35330","122.19_27.88",122.19,27.88,11.15528,0.01592833,0.1176762,0.2058493
"35331","122.48_28.18",122.48,28.18,1.861338,0.00268147,0.02314972,0.03378139
"35332","122.49_28.22",122.49,28.22,6.069428,0.008223589,0.06171678,0.1088276
"35333","122.5_28.24",122.5,28.24,4.617988,0.006372448,0.05005435,0.08328018
"35334","122.51_28.3",122.51,28.3,3.717227,0.005302454,0.03965163,0.06856888
"35335","122.52_28.33",122.52,28.33,2.888301,0.004021354,0.03129402,0.05241028
"35336","122.54_28.37",122.54,28.37,5.59767,0.00689145,0.05012781,0.09694099
"35337","122.55_28.4",122.55,28.4,3.199475,0.004408405,0.03527432,0.05756774
"35338","122.59_28.54",122.59,28.54,5.96634,0.008667123,0.0700107,0.109931
"35339","122.71_28.92",122.71,28.92,3.796422,0.005289128,0.04354095,0.06876848
"35340","123.05_31.33",123.05,31.33,1.114336,0.001574183,0.01164819,0.02061174
"35341","123.05_31.32",123.05,31.32,1.244324,0.001841312,0.01445763,0.02332615
"35342","122.76_29.14",122.76,29.14,3.541901,0.004949222,0.03909696,0.06457117
"35343","122.68_28.91",122.68,28.91,4.487274,0.006421094,0.04819581,0.08300344
"35344","122.65_28.83",122.65,28.83,7.654355,0.01056557,0.08162587,0.1384694
"35345","122.63_28.77",122.63,28.77,4.783151,0.006400401,0.04871049,0.08559881
"35346","122.63_28.76",122.63,28.76,5.685744,0.008058622,0.06023134,0.1042839
"35347","122.63_28.75",122.63,28.75,NA,NA,NA,NA
"35348","122.62_28.73",122.62,28.73,NA,NA,NA,NA
"35349","122.61_28.71",122.61,28.71,NA,NA,NA,NA
"35350","122.59_28.68",122.59,28.68,NA,NA,NA,NA
"35351","122.58_28.63",122.58,28.63,6.109991,0.007201054,0.05098119,0.1045624
"35352","122.57_28.57",122.57,28.57,5.062517,0.006769729,0.04892803,0.09100666
"35353","122.55_28.55",122.55,28.55,5.022403,0.007148337,0.05030626,0.09296259
"35354","122.53_28.52",122.53,28.52,4.068431,0.005837225,0.04037591,0.07571928
"35355","122.53_28.51",122.53,28.51,3.495836,0.00516789,0.03468119,0.06635761
"35356","122.45_28.39",122.45,28.39,NA,NA,NA,NA
"35357","122.42_28.33",122.42,28.33,4.489326,0.006329183,0.04849945,0.082026
"35358","122.42_28.32",122.42,28.32,2.016256,0.002684945,0.02198479,0.03567707
"35359","122.42_28.31",122.42,28.31,4.530252,0.00623777,0.05107718,0.0813909
"35360","122.41_28.3",122.41,28.3,3.446993,0.004545784,0.03652562,0.06099962
"35361","122.4_28.29",122.4,28.29,5.321414,0.007144595,0.05487414,0.09535583
"35362","122.39_28.27",122.39,28.27,4.3864,0.005986995,0.04699403,0.07882303
"35363","122.38_28.26",122.38,28.26,4.677516,0.005632901,0.0455356,0.07952143
"35364","122.32_28.09",122.32,28.09,4.613205,0.006503611,0.05017838,0.08451315
"35365","122.32_28.07",122.32,28.07,4.068419,0.004626975,0.03552662,0.06824456
