"","gid","gid","N","lon","lat"
"7440","122.0564_29.8886","122.0564_29.8886",39,122.0564,29.8886
"7441","122.0563_29.8886","122.0563_29.8886",90,122.0563,29.8886
"7442","122.0566_29.8887","122.0566_29.8887",127,122.0566,29.8887
"7443","122.0567_29.8887","122.0567_29.8887",221,122.0567,29.8887
"7444","122.0566_29.8886","122.0566_29.8886",36,122.0566,29.8886
"7445","122.0567_29.8886","122.0567_29.8886",41,122.0567,29.8886
"7446","122.0573_29.8888","122.0573_29.8888",707,122.0573,29.8888
"7447","122.0572_29.8888","122.0572_29.8888",1173,122.0572,29.8888
"7448","122.0573_29.889","122.0573_29.889",226,122.0573,29.889
"7449","122.0574_29.889","122.0574_29.889",155,122.0574,29.889
"7450","122.0578_29.8894","122.0578_29.8894",1,122.0578,29.8894
"7451","122.0578_29.8895","122.0578_29.8895",1,122.0578,29.8895
"7452","122.0579_29.8895","122.0579_29.8895",1,122.0579,29.8895
"7453","122.0579_29.8894","122.0579_29.8894",1,122.0579,29.8894
"7454","122.0578_29.8893","122.0578_29.8893",2,122.0578,29.8893
"7455","122.0577_29.8892","122.0577_29.8892",9,122.0577,29.8892
"7456","122.0575_29.889","122.0575_29.889",104,122.0575,29.889
"7457","122.0573_29.8889","122.0573_29.8889",1000,122.0573,29.8889
"7458","122.0576_29.8889","122.0576_29.8889",98,122.0576,29.8889
"7459","122.0577_29.8889","122.0577_29.8889",53,122.0577,29.8889
"7460","122.0578_29.8889","122.0578_29.8889",38,122.0578,29.8889
"7461","122.0579_29.889","122.0579_29.889",9,122.0579,29.889
"7462","122.058_29.889","122.058_29.889",5,122.058,29.889
"7463","122.0577_29.889","122.0577_29.889",11,122.0577,29.889
"7464","122.0572_29.8889","122.0572_29.8889",1272,122.0572,29.8889
"7465","122.0568_29.8886","122.0568_29.8886",45,122.0568,29.8886
"7466","122.0565_29.8885","122.0565_29.8885",14,122.0565,29.8885
"7467","122.0567_29.8885","122.0567_29.8885",18,122.0567,29.8885
"7468","122.0568_29.8885","122.0568_29.8885",13,122.0568,29.8885
"7469","122.0569_29.8885","122.0569_29.8885",19,122.0569,29.8885
"7470","122.0571_29.8885","122.0571_29.8885",37,122.0571,29.8885
"7471","122.0572_29.8885","122.0572_29.8885",45,122.0572,29.8885
"7472","122.0572_29.8886","122.0572_29.8886",114,122.0572,29.8886
"7473","122.0573_29.8886","122.0573_29.8886",77,122.0573,29.8886
"7474","122.0573_29.8892","122.0573_29.8892",14,122.0573,29.8892
"7475","122.0572_29.8892","122.0572_29.8892",28,122.0572,29.8892
"7476","122.057_29.8893","122.057_29.8893",12,122.057,29.8893
"7477","122.0566_29.8888","122.0566_29.8888",715,122.0566,29.8888
"7478","122.0567_29.8888","122.0567_29.8888",448,122.0567,29.8888
"7479","122.0576_29.889","122.0576_29.889",35,122.0576,29.889
"7480","122.0577_29.8891","122.0577_29.8891",6,122.0577,29.8891
"7481","122.0578_29.8891","122.0578_29.8891",7,122.0578,29.8891
"7482","122.0575_29.8894","122.0575_29.8894",4,122.0575,29.8894
"7483","122.0574_29.8896","122.0574_29.8896",2,122.0574,29.8896
"7484","122.0574_29.8897","122.0574_29.8897",1,122.0574,29.8897
"7485","122.0573_29.8895","122.0573_29.8895",5,122.0573,29.8895
"7486","122.0573_29.8894","122.0573_29.8894",1,122.0573,29.8894
"7487","122.0573_29.8891","122.0573_29.8891",42,122.0573,29.8891
"7488","122.0578_29.8888","122.0578_29.8888",208,122.0578,29.8888
"7489","122.0579_29.8889","122.0579_29.8889",39,122.0579,29.8889
"7490","122.0576_29.8888","122.0576_29.8888",142,122.0576,29.8888
"7491","122.0572_29.8884","122.0572_29.8884",8,122.0572,29.8884
"7492","122.0574_29.8886","122.0574_29.8886",68,122.0574,29.8886
"7493","122.0574_29.8885","122.0574_29.8885",37,122.0574,29.8885
"7494","122.0575_29.8886","122.0575_29.8886",53,122.0575,29.8886
"7495","122.0571_29.8892","122.0571_29.8892",21,122.0571,29.8892
"7496","122.0571_29.8893","122.0571_29.8893",2,122.0571,29.8893
"7497","122.057_29.8892","122.057_29.8892",29,122.057,29.8892
"7498","122.0566_29.8885","122.0566_29.8885",9,122.0566,29.8885
"7499","122.0558_29.8875","122.0558_29.8875",3,122.0558,29.8875
"7500","122.0558_29.8877","122.0558_29.8877",1,122.0558,29.8877
"7501","122.0559_29.8881","122.0559_29.8881",1,122.0559,29.8881
"7502","122.056_29.8885","122.056_29.8885",26,122.056,29.8885
"7503","122.0568_29.889","122.0568_29.889",302,122.0568,29.889
"7504","122.0574_29.8891","122.0574_29.8891",30,122.0574,29.8891
"7505","122.0564_29.8892","122.0564_29.8892",2,122.0564,29.8892
"7506","122.0563_29.8893","122.0563_29.8893",6,122.0563,29.8893
"7507","122.0566_29.8891","122.0566_29.8891",21,122.0566,29.8891
"7508","122.0565_29.8892","122.0565_29.8892",10,122.0565,29.8892
"7509","122.0565_29.8891","122.0565_29.8891",22,122.0565,29.8891
"7510","122.0566_29.889","122.0566_29.889",129,122.0566,29.889
"7511","122.0567_29.889","122.0567_29.889",169,122.0567,29.889
"7512","122.0567_29.8889","122.0567_29.8889",311,122.0567,29.8889
"7513","122.0568_29.8891","122.0568_29.8891",42,122.0568,29.8891
"7514","122.0574_29.8889","122.0574_29.8889",392,122.0574,29.8889
"7515","122.0575_29.8889","122.0575_29.8889",92,122.0575,29.8889
"7516","122.0572_29.8878","122.0572_29.8878",3,122.0572,29.8878
"7517","122.0572_29.8877","122.0572_29.8877",2,122.0572,29.8877
"7518","122.0573_29.8877","122.0573_29.8877",1,122.0573,29.8877
"7519","122.0571_29.8878","122.0571_29.8878",4,122.0571,29.8878
"7520","122.0571_29.8877","122.0571_29.8877",2,122.0571,29.8877
"7521","122.057_29.8877","122.057_29.8877",1,122.057,29.8877
"7522","122.0569_29.8878","122.0569_29.8878",2,122.0569,29.8878
"7523","122.0568_29.8878","122.0568_29.8878",2,122.0568,29.8878
"7524","122.0569_29.8884","122.0569_29.8884",9,122.0569,29.8884
"7525","122.0567_29.8896","122.0567_29.8896",1,122.0567,29.8896
"7526","122.0567_29.8894","122.0567_29.8894",5,122.0567,29.8894
"7527","122.0582_29.8883","122.0582_29.8883",1,122.0582,29.8883
"7528","122.0581_29.8884","122.0581_29.8884",1,122.0581,29.8884
"7529","122.058_29.8884","122.058_29.8884",2,122.058,29.8884
"7530","122.0577_29.8886","122.0577_29.8886",38,122.0577,29.8886
"7531","122.0576_29.8887","122.0576_29.8887",52,122.0576,29.8887
"7532","122.0583_29.8885","122.0583_29.8885",4,122.0583,29.8885
"7533","122.058_29.8886","122.058_29.8886",4,122.058,29.8886
"7534","122.0477_30.6316","122.0477_30.6316",69,122.0477,30.6316
"7535","122.0478_30.6316","122.0478_30.6316",447,122.0478,30.6316
"7536","122.0476_30.6317","122.0476_30.6317",223,122.0476,30.6317
"7537","122.048_30.6316","122.048_30.6316",136,122.048,30.6316
"7538","122.0481_30.6316","122.0481_30.6316",158,122.0481,30.6316
"7539","122.0479_30.6316","122.0479_30.6316",158,122.0479,30.6316
"7540","122.0479_30.6317","122.0479_30.6317",120,122.0479,30.6317
"7541","122.0466_30.63","122.0466_30.63",2,122.0466,30.63
"7542","121.8318_29.947","121.8318_29.947",10,121.8318,29.947
"7543","121.8318_29.9469","121.8318_29.9469",2,121.8318,29.9469
"7544","121.832_29.9474","121.832_29.9474",127,121.832,29.9474
"7545","121.8319_29.9472","121.8319_29.9472",60,121.8319,29.9472
"7546","121.832_29.9475","121.832_29.9475",53,121.832,29.9475
"7547","121.8322_29.9475","121.8322_29.9475",56,121.8322,29.9475
"7548","121.8323_29.9476","121.8323_29.9476",6,121.8323,29.9476
"7549","121.832_29.9476","121.832_29.9476",5,121.832,29.9476
"7550","121.8321_29.9477","121.8321_29.9477",5,121.8321,29.9477
"7551","121.8324_29.9469","121.8324_29.9469",6,121.8324,29.9469
"7552","121.8325_29.9469","121.8325_29.9469",11,121.8325,29.9469
"7553","121.8326_29.9468","121.8326_29.9468",5,121.8326,29.9468
"7554","121.8329_29.9466","121.8329_29.9466",1,121.8329,29.9466
"7555","121.8327_29.9468","121.8327_29.9468",4,121.8327,29.9468
"7556","121.833_29.9465","121.833_29.9465",3,121.833,29.9465
"7557","121.833_29.9463","121.833_29.9463",1,121.833,29.9463
"7558","121.8326_29.9466","121.8326_29.9466",4,121.8326,29.9466
"7559","121.8327_29.9471","121.8327_29.9471",1383,121.8327,29.9471
"7560","121.8325_29.947","121.8325_29.947",22,121.8325,29.947
"7561","121.8318_29.9472","121.8318_29.9472",4,121.8318,29.9472
"7562","121.8317_29.9472","121.8317_29.9472",9,121.8317,29.9472
"7563","121.8316_29.9472","121.8316_29.9472",2,121.8316,29.9472
"7564","121.8323_29.9469","121.8323_29.9469",10,121.8323,29.9469
"7565","121.8321_29.9476","121.8321_29.9476",5,121.8321,29.9476
"7566","121.8306_29.9465","121.8306_29.9465",1,121.8306,29.9465
"7567","121.8321_29.9481","121.8321_29.9481",2,121.8321,29.9481
"7568","121.8322_29.9476","121.8322_29.9476",9,121.8322,29.9476
"7569","121.8314_29.947","121.8314_29.947",1,121.8314,29.947
"7570","121.8313_29.947","121.8313_29.947",1,121.8313,29.947
"7571","121.8307_29.9465","121.8307_29.9465",1,121.8307,29.9465
"7572","121.8322_29.9465","121.8322_29.9465",2,121.8322,29.9465
"7573","121.8321_29.9466","121.8321_29.9466",1,121.8321,29.9466
"7574","121.8322_29.9477","121.8322_29.9477",15,121.8322,29.9477
"7575","121.832_29.9465","121.832_29.9465",1,121.832,29.9465
"7576","121.8322_29.9468","121.8322_29.9468",6,121.8322,29.9468
"7577","121.8322_29.9478","121.8322_29.9478",11,121.8322,29.9478
"7578","121.8324_29.9477","121.8324_29.9477",2,121.8324,29.9477
"7579","121.8321_29.9479","121.8321_29.9479",1,121.8321,29.9479
"7580","121.8324_29.9465","121.8324_29.9465",2,121.8324,29.9465
"7581","121.8323_29.9466","121.8323_29.9466",2,121.8323,29.9466
"7582","121.8322_29.9479","121.8322_29.9479",1,121.8322,29.9479
"7583","121.8322_29.948","121.8322_29.948",1,121.8322,29.948
"7584","121.8323_29.9465","121.8323_29.9465",1,121.8323,29.9465
"7585","121.8323_29.9467","121.8323_29.9467",2,121.8323,29.9467
"7586","121.8323_29.9468","121.8323_29.9468",1,121.8323,29.9468
"7587","121.8319_29.9477","121.8319_29.9477",4,121.8319,29.9477
"7588","121.8321_29.9468","121.8321_29.9468",5,121.8321,29.9468
"7589","121.8313_29.9456","121.8313_29.9456",1,121.8313,29.9456
"7590","121.8323_29.9477","121.8323_29.9477",2,121.8323,29.9477
"7591","122.0474_30.632","122.0474_30.632",1294,122.0474,30.632
"7592","122.0474_30.6322","122.0474_30.6322",147,122.0474,30.6322
"7593","122.0466_30.6357","122.0466_30.6357",5,122.0466,30.6357
"7594","122.0473_30.6322","122.0473_30.6322",369,122.0473,30.6322
"7595","122.0472_30.6322","122.0472_30.6322",892,122.0472,30.6322
"7596","122.0481_30.6319","122.0481_30.6319",5,122.0481,30.6319
"7597","122.0475_30.6318","122.0475_30.6318",886,122.0475,30.6318
"7598","122.0476_30.6315","122.0476_30.6315",581,122.0476,30.6315
"7599","122.0478_30.632","122.0478_30.632",23,122.0478,30.632
"7600","122.0479_30.632","122.0479_30.632",12,122.0479,30.632
"7601","122.0508_30.6295","122.0508_30.6295",157,122.0508,30.6295
"7602","121.834_29.9463","121.834_29.9463",1,121.834,29.9463
"7603","121.8332_29.9466","121.8332_29.9466",25,121.8332,29.9466
"7604","122.0554_30.627","122.0554_30.627",2,122.0554,30.627
"7605","122.0556_30.628","122.0556_30.628",1,122.0556,30.628
"7606","122.055_30.6264","122.055_30.6264",125,122.055,30.6264
"7607","122.0546_30.6264","122.0546_30.6264",6,122.0546,30.6264
"7608","121.8384_29.9449","121.8384_29.9449",251,121.8384,29.9449
"7609","121.8383_29.9449","121.8383_29.9449",437,121.8383,29.9449
"7610","121.8383_29.9448","121.8383_29.9448",404,121.8383,29.9448
"7611","121.8384_29.9448","121.8384_29.9448",382,121.8384,29.9448
"7612","121.8382_29.9448","121.8382_29.9448",54,121.8382,29.9448
"7613","122.0492_30.6307","122.0492_30.6307",250,122.0492,30.6307
"7614","122.0492_30.6306","122.0492_30.6306",678,122.0492,30.6306
"7615","122.0493_30.6307","122.0493_30.6307",237,122.0493,30.6307
"7616","122.049_30.6305","122.049_30.6305",36,122.049,30.6305
"7617","122.0489_30.6306","122.0489_30.6306",38,122.0489,30.6306
"7618","122.0484_30.6309","122.0484_30.6309",8,122.0484,30.6309
"7619","122.0487_30.6315","122.0487_30.6315",4,122.0487,30.6315
"7620","122.0494_30.6311","122.0494_30.6311",2,122.0494,30.6311
"7621","122.0491_30.6313","122.0491_30.6313",3,122.0491,30.6313
"7622","121.5924_31.3695","121.5924_31.3695",25,121.5924,31.3695
"7623","121.5921_31.3696","121.5921_31.3696",72,121.5921,31.3696
"7624","121.5922_31.3695","121.5922_31.3695",113,121.5922,31.3695
"7625","121.5922_31.3696","121.5922_31.3696",37,121.5922,31.3696
"7626","121.592_31.3695","121.592_31.3695",568,121.592,31.3695
"7627","121.5923_31.3696","121.5923_31.3696",15,121.5923,31.3696
"7628","122.0531_30.6278","122.0531_30.6278",39,122.0531,30.6278
"7629","122.0531_30.6279","122.0531_30.6279",25,122.0531,30.6279
"7630","122.053_30.6278","122.053_30.6278",5,122.053,30.6278
"7631","122.0527_30.6273","122.0527_30.6273",4,122.0527,30.6273
"7632","122.0526_30.6273","122.0526_30.6273",2,122.0526,30.6273
"7633","122.0528_30.6278","122.0528_30.6278",10,122.0528,30.6278
"7634","122.0528_30.628","122.0528_30.628",6,122.0528,30.628
"7635","122.0537_30.6273","122.0537_30.6273",7,122.0537,30.6273
"7636","122.0537_30.6274","122.0537_30.6274",7,122.0537,30.6274
"7637","122.0533_30.6276","122.0533_30.6276",73,122.0533,30.6276
"7638","122.0534_30.6275","122.0534_30.6275",16,122.0534,30.6275
"7639","122.0513_30.6292","122.0513_30.6292",94,122.0513,30.6292
"7640","122.0532_30.6278","122.0532_30.6278",53,122.0532,30.6278
"7641","122.0532_30.6281","122.0532_30.6281",1,122.0532,30.6281
"7642","122.053_30.6279","122.053_30.6279",2,122.053,30.6279
"7643","122.0524_30.6277","122.0524_30.6277",2,122.0524,30.6277
"7644","122.0523_30.6276","122.0523_30.6276",3,122.0523,30.6276
"7645","122.0519_30.6277","122.0519_30.6277",1,122.0519,30.6277
"7646","122.0514_30.6288","122.0514_30.6288",8,122.0514,30.6288
"7647","122.0518_30.6285","122.0518_30.6285",2,122.0518,30.6285
"7648","122.0519_30.6285","122.0519_30.6285",8,122.0519,30.6285
"7649","122.0522_30.6284","122.0522_30.6284",22,122.0522,30.6284
"7650","122.0522_30.6283","122.0522_30.6283",12,122.0522,30.6283
"7651","122.0524_30.628","122.0524_30.628",5,122.0524,30.628
"7652","122.0523_30.628","122.0523_30.628",2,122.0523,30.628
"7653","122.0522_30.628","122.0522_30.628",2,122.0522,30.628
"7654","122.0521_30.628","122.0521_30.628",2,122.0521,30.628
"7655","122.0519_30.6274","122.0519_30.6274",1,122.0519,30.6274
"7656","122.0519_30.6273","122.0519_30.6273",1,122.0519,30.6273
"7657","122.0524_30.6275","122.0524_30.6275",1,122.0524,30.6275
"7658","122.0526_30.6277","122.0526_30.6277",3,122.0526,30.6277
"7659","122.053_30.6281","122.053_30.6281",2,122.053,30.6281
"7660","122.0532_30.6279","122.0532_30.6279",12,122.0532,30.6279
"7661","122.0535_30.6283","122.0535_30.6283",1,122.0535,30.6283
"7662","122.0529_30.6278","122.0529_30.6278",6,122.0529,30.6278
"7663","122.053_30.628","122.053_30.628",1,122.053,30.628
"7664","122.0527_30.628","122.0527_30.628",11,122.0527,30.628
"7665","122.0528_30.6279","122.0528_30.6279",7,122.0528,30.6279
"7666","122.0529_30.6281","122.0529_30.6281",1,122.0529,30.6281
"7667","122.0528_30.6282","122.0528_30.6282",35,122.0528,30.6282
"7668","122.0532_30.628","122.0532_30.628",4,122.0532,30.628
"7669","122.052_30.6275","122.052_30.6275",1,122.052,30.6275
"7670","122.0527_30.6282","122.0527_30.6282",74,122.0527,30.6282
"7671","122.0527_30.6283","122.0527_30.6283",62,122.0527,30.6283
"7672","122.0529_30.6279","122.0529_30.6279",4,122.0529,30.6279
"7673","122.0534_30.6276","122.0534_30.6276",186,122.0534,30.6276
"7674","122.0533_30.6277","122.0533_30.6277",32,122.0533,30.6277
"7675","122.0534_30.6278","122.0534_30.6278",26,122.0534,30.6278
"7676","122.0023_29.7678","122.0023_29.7678",280,122.0023,29.7678
"7677","122.0023_29.7683","122.0023_29.7683",28,122.0023,29.7683
"7678","122.0021_29.7681","122.0021_29.7681",18,122.0021,29.7681
"7679","122.0021_29.7678","122.0021_29.7678",193,122.0021,29.7678
"7680","121.8424_29.9435","121.8424_29.9435",275,121.8424,29.9435
"7681","121.8423_29.9435","121.8423_29.9435",306,121.8423,29.9435
"7682","122.0423_30.6356","122.0423_30.6356",3,122.0423,30.6356
"7683","122.0421_30.6361","122.0421_30.6361",1,122.0421,30.6361
"7684","122.0428_30.6356","122.0428_30.6356",3,122.0428,30.6356
"7685","122.0425_30.6358","122.0425_30.6358",1,122.0425,30.6358
"7686","122.0425_30.6359","122.0425_30.6359",3,122.0425,30.6359
"7687","122.0426_30.6348","122.0426_30.6348",2,122.0426,30.6348
"7688","122.0421_30.6356","122.0421_30.6356",3,122.0421,30.6356
"7689","122.0428_30.6354","122.0428_30.6354",59,122.0428,30.6354
"7690","122.0429_30.635","122.0429_30.635",222,122.0429,30.635
"7691","121.6564_31.337","121.6564_31.337",845,121.6564,31.337
"7692","121.6563_31.337","121.6563_31.337",233,121.6563,31.337
"7693","121.6563_31.3369","121.6563_31.3369",49,121.6563,31.3369
"7694","121.6654_31.3322","121.6654_31.3322",266,121.6654,31.3322
"7695","121.6653_31.3321","121.6653_31.3321",1481,121.6653,31.3321
"7696","121.6625_31.3337","121.6625_31.3337",921,121.6625,31.3337
"7697","121.6625_31.3338","121.6625_31.3338",991,121.6625,31.3338
"7698","121.6626_31.3338","121.6626_31.3338",442,121.6626,31.3338
"7699","121.6624_31.3337","121.6624_31.3337",478,121.6624,31.3337
"7700","121.6527_31.3388","121.6527_31.3388",517,121.6527,31.3388
"7701","121.6526_31.3388","121.6526_31.3388",707,121.6526,31.3388
"7702","121.6526_31.3387","121.6526_31.3387",644,121.6526,31.3387
"7703","121.6526_31.3386","121.6526_31.3386",382,121.6526,31.3386
"7704","122.0592_29.889","122.0592_29.889",294,122.0592,29.889
"7705","122.0592_29.8889","122.0592_29.8889",459,122.0592,29.8889
"7706","122.0591_29.8889","122.0591_29.8889",174,122.0591,29.8889
"7707","122.0591_29.889","122.0591_29.889",177,122.0591,29.889
"7708","122.0623_30.6212","122.0623_30.6212",376,122.0623,30.6212
"7709","122.0624_30.6212","122.0624_30.6212",145,122.0624,30.6212
"7710","122.0623_30.6213","122.0623_30.6213",181,122.0623,30.6213
"7711","122.0621_30.6214","122.0621_30.6214",317,122.0621,30.6214
"7712","122.0624_30.6213","122.0624_30.6213",72,122.0624,30.6213
"7713","122.0623_30.6214","122.0623_30.6214",34,122.0623,30.6214
"7714","122.0622_30.6213","122.0622_30.6213",126,122.0622,30.6213
"7715","122.0807_30.6098","122.0807_30.6098",1,122.0807,30.6098
"7716","122.0807_30.6097","122.0807_30.6097",1,122.0807,30.6097
"7717","122.0482_30.6314","122.0482_30.6314",4578,122.0482,30.6314
"7718","122.0482_30.6315","122.0482_30.6315",345,122.0482,30.6315
"7719","122.0481_30.6314","122.0481_30.6314",922,122.0481,30.6314
"7720","122.0481_30.6315","122.0481_30.6315",729,122.0481,30.6315
"7721","122.048_30.6315","122.048_30.6315",174,122.048,30.6315
"7722","122.0482_30.6313","122.0482_30.6313",1019,122.0482,30.6313
"7723","122.0483_30.6313","122.0483_30.6313",122,122.0483,30.6313
"7724","122.0483_30.6314","122.0483_30.6314",361,122.0483,30.6314
"7725","122.0483_30.6315","122.0483_30.6315",55,122.0483,30.6315
"7726","122.0481_30.6313","122.0481_30.6313",306,122.0481,30.6313
"7727","122.0479_30.6315","122.0479_30.6315",385,122.0479,30.6315
"7728","122.048_30.6314","122.048_30.6314",66,122.048,30.6314
"7729","122.0484_30.6311","122.0484_30.6311",189,122.0484,30.6311
"7730","122.0485_30.631","122.0485_30.631",51,122.0485,30.631
"7731","122.0485_30.6314","122.0485_30.6314",13,122.0485,30.6314
"7732","122.0478_30.6315","122.0478_30.6315",251,122.0478,30.6315
"7733","122.0454_30.6315","122.0454_30.6315",4,122.0454,30.6315
"7734","122.0498_30.6298","122.0498_30.6298",35,122.0498,30.6298
"7735","122.0499_30.6298","122.0499_30.6298",21,122.0499,30.6298
"7736","122.0497_30.6299","122.0497_30.6299",18,122.0497,30.6299
"7737","122.0486_30.6315","122.0486_30.6315",6,122.0486,30.6315
"7738","122.0488_30.6315","122.0488_30.6315",1,122.0488,30.6315
"7739","122.049_30.6315","122.049_30.6315",2,122.049,30.6315
"7740","122.0491_30.6315","122.0491_30.6315",1,122.0491,30.6315
"7741","122.0492_30.6314","122.0492_30.6314",4,122.0492,30.6314
"7742","122.0492_30.6313","122.0492_30.6313",4,122.0492,30.6313
"7743","122.049_30.6313","122.049_30.6313",4,122.049,30.6313
"7744","122.0488_30.6313","122.0488_30.6313",9,122.0488,30.6313
